SUDT ACCESSPORT LOG FILE - Monitor mode

监控: COM3
创建时间: 2010-04-27, 10:05:25
计算机名: 齅J奆
系统版本: Microsoft Windows 2000 Server Service Pack 4 (Build 2195)

#       Time        Function                        Data ( Hex )	

1       [00000000]  IRP_MJ_CREATE                   Port Opened - s
2       [00000000]  IOCTL_SERIAL_SET_BAUD_RATE      Baud Rate: 9600
3       [00000000]  IOCTL_SERIAL_SET_LINE_CONTROL   StopBits: 1, Parity: No, DataBits: 8
106     [00012566]  IRP_MJ_READ                     Length: 0008, Data: 13 83 29 78 55 00 0B 13 
107     [00012566]  IRP_MJ_READ                     Length: 0008, Data: 83 29 50 69 00 65 04 22 
108     [00012567]  IRP_MJ_READ                     Length: 0008, Data: 00 0B 87 A9 00 00 51 D1 
109     [00012568]  IRP_MJ_READ                     Length: 0008, Data: 00 01 26 E4 00 00 00 00 
110     [00012568]  IRP_MJ_READ                     Length: 0008, Data: 00 0C 5C BC 00 00 00 00 
111     [00012569]  IRP_MJ_READ                     Length: 0008, Data: 00 00 00 00 00 00 00 00 
112     [00012569]  IRP_MJ_READ                     Length: 0005, Data: 4E 20 D1 83 2D 
113     [00012571]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 1D 80 01 0B 
114     [00012572]  IRP_MJ_READ                     Length: 0008, Data: 13 83 29 78 55 00 0B 13 
115     [00012572]  IRP_MJ_READ                     Length: 0008, Data: 83 29 50 69 00 65 02 02 
116     [00012573]  IRP_MJ_READ                     Length: 0005, Data: 6F 7F A4 60 49 
117     [00012592]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 1C 80 01 0B 
118     [00012593]  IRP_MJ_READ                     Length: 0008, Data: 13 83 29 78 55 00 0B 13 
119     [00012593]  IRP_MJ_READ                     Length: 0008, Data: 83 29 50 69 00 65 02 01 
120     [00012594]  IRP_MJ_READ                     Length: 0004, Data: FD 7F 39 24 
121     [00014642]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 32 80 01 0B 
122     [00014642]  IRP_MJ_READ                     Length: 0008, Data: 13 83 29 60 20 50 0B 13 
123     [00014643]  IRP_MJ_READ                     Length: 0008, Data: 83 29 50 69 00 65 2E 3A 
124     [00014643]  IRP_MJ_READ                     Length: 0008, Data: A7 00 01 00 00 3A A2 00 
125     [00014644]  IRP_MJ_READ                     Length: 0008, Data: 01 00 01 3A 9F 00 01 00 
126     [00014644]  IRP_MJ_READ                     Length: 0008, Data: 01 3A A8 00 01 00 01 3A 
127     [00014645]  IRP_MJ_READ                     Length: 0002, Data: 5C F4 
128     [00015547]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 32 80 01 0B 
129     [00015547]  IRP_MJ_READ                     Length: 0008, Data: 13 78 05 03 96 70 0B 13 
130     [00015548]  IRP_MJ_READ                     Length: 0008, Data: 83 29 50 69 00 65 2E 3A 
131     [00015549]  IRP_MJ_READ                     Length: 0008, Data: A7 00 01 00 00 3A A2 00 
132     [00015549]  IRP_MJ_READ                     Length: 0008, Data: 01 00 01 3A 9F 00 01 00 
133     [00015550]  IRP_MJ_READ                     Length: 0008, Data: 01 3A A8 00 01 00 00 FB 
134     [00015550]  IRP_MJ_READ                     Length: 0002, Data: 9C D6 
135     [00018150]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 32 80 01 0B 
136     [00018151]  IRP_MJ_READ                     Length: 0008, Data: 13 78 05 03 91 70 0B 13 
137     [00018151]  IRP_MJ_READ                     Length: 0008, Data: 83 29 50 69 00 65 2E 3A 
138     [00018152]  IRP_MJ_READ                     Length: 0008, Data: A7 00 01 00 01 3A A2 00 
139     [00018152]  IRP_MJ_READ                     Length: 0008, Data: 01 00 01 3A 9F 00 01 00 
140     [00018153]  IRP_MJ_READ                     Length: 0008, Data: 01 3A A8 00 01 00 00 C6 
141     [00018153]  IRP_MJ_READ                     Length: 0002, Data: 60 11 
142     [00018180]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 32 80 01 0B 
143     [00018180]  IRP_MJ_READ                     Length: 0008, Data: 13 78 05 05 06 40 0B 13 
144     [00018181]  IRP_MJ_READ                     Length: 0008, Data: 83 29 50 69 00 65 2E 3A 
145     [00018181]  IRP_MJ_READ                     Length: 0008, Data: A7 00 01 00 00 3A A2 00 
146     [00018182]  IRP_MJ_READ                     Length: 0008, Data: 01 00 01 3A 9F 00 01 00 
147     [00018183]  IRP_MJ_READ                     Length: 0008, Data: 01 3A A8 00 01 00 00 FB 
148     [00018183]  IRP_MJ_READ                     Length: 0002, Data: 9C 70 
149     [00018422]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 32 80 01 0B 
150     [00018422]  IRP_MJ_READ                     Length: 0008, Data: 13 78 05 03 97 50 0B 13 
151     [00018423]  IRP_MJ_READ                     Length: 0008, Data: 83 29 50 69 00 65 2E 3A 
152     [00018423]  IRP_MJ_READ                     Length: 0008, Data: A7 00 01 00 00 3A A2 00 
153     [00018424]  IRP_MJ_READ                     Length: 0008, Data: 01 00 01 3A 9F 00 01 00 
154     [00018424]  IRP_MJ_READ                     Length: 0008, Data: 01 3A A8 00 01 00 01 3A 
155     [00018425]  IRP_MJ_READ                     Length: 0002, Data: 5C F7 
